F3_Haupteinkaufsstaette,F40_1_REDUZIERTER_PREIS_1,F40_2_NIEDRIGPREISE_1,F40_3_PREISLEISTUNG_1,F40_4_PREISVERGLEICH_1,F41_1_WICHTIG_1,F41_2_BESTE_1,F41_3_BESTE_GESAMTQUALITAET_1,F41_4_BESTE_QUALITAET_1,F33_1_AUFFINDBARKEIT_SCHNELLIGKEIT_1,F33_2_AUFFINDBARKEIT_AUSSCHILDERUNG_1,F34_1_PREIS_RICHTIG_1,F34_2_PREIS_ZUORDNUNG_1,F34_3_PREIS_INFORMATIONEN_1
Rewe,3,2,4,3,5,5,5,5,5,5,5,5,5
Rewe,2,2,4,4,4,4,4,3,5,5,5,5,4
Netto (Rot),3,3,4,4,4,4,4,4,4,1,4,4,4
Netto (Rot),5,4,5,5,4,4,4,4,5,4,4,4,5
Edeka,3,3,4,3,3,4,4,4,3,5,4,4,3
Rewe,4,3,4,4,5,4,5,5,4,4,4,4,4
Aldi Süd,1,2,2,2,3,2,4,4,5,5,5,5,5
Rewe,2,2,2,1,3,1,3,2,1,1,2,1,3
Penny,5,5,5,4,4,4,3,3,3,3,4,3,4
Edeka,1,1,2,2,4,4,4,2,1,2,4,2,4
Kaufland,2,3,4,3,5,4,5,5,5,5,5,5,5
Lidl,4,4,4,3,4,3,3,4,3,3,3,3,3
Rewe,2,2,4,3,4,4,4,4,4,4,4,4,4
Penny,5,5,5,5,4,4,4,4,2,1,4,4,3
Rewe,3,3,4,3,2,3,4,3,5,5,5,5,5
Aldi Nord,5,5,5,5,5,5,5,4,5,5,5,5,5
Aldi Süd,2,3,4,4,4,3,3,4,4,5,5,5,4
Netto (Rot),5,4,5,5,4,5,5,5,5,5,5,5,5
Aldi Süd,3,3,4,4,4,4,3,4,4,4,4,4,4
Edeka,3,3,3,3,3,3,3,3,3,3,3,3,3
Netto (Rot),3,4,4,3,4,5,4,4,4,3,4,4,4
Penny,3,3,4,5,4,4,4,4,4,4,4,4,4
Netto (Rot),4,3,5,5,5,4,4,4,2,3,4,4,4
Rewe,3,3,3,3,5,5,5,5,5,3,3,3,2
Aldi Nord,1,1,1,1,4,4,2,3,3,4,5,4,4
Aldi Nord,2,4,4,5,4,4,3,2,5,4,4,5,5
Kaufland,5,5,5,5,3,5,3,3,3,3,4,4,3
Real,3,3,4,4,4,4,4,4,4,4,3,3,4
Aldi Süd,4,4,4,4,4,4,4,4,4,4,4,4,4
Netto (Rot),5,4,5,5,4,3,4,4,3,3,4,4,4
DM,5,4,4,3,4,4,4,4,5,4,4,4,5
Kaufland,3,3,4,4,4,4,3,2,4,5,4,3,2
Edeka,3,2,4,4,3,4,4,4,3,3,4,4,4
Lidl,3,3,3,3,4,4,4,4,4,4,4,4,4
Aldi Nord,2,3,4,3,4,4,4,4,5,5,5,5,5
Kaufland,4,3,4,4,4,4,4,4,2,4,2,3,4
Lidl,4,4,4,4,4,4,4,4,5,5,4,4,4
Kaufland,4,2,3,3,4,4,4,4,3,3,4,4,4
Edeka,3,3,3,3,3,3,3,3,5,5,5,5,5
Lidl,5,5,5,5,4,5,4,4,5,4,4,4,4
Penny,2,2,4,4,4,4,4,4,3,4,5,5,5
Edeka,3,2,4,3,4,4,4,4,4,4,3,4,4
Kaufland,3,3,4,4,5,4,4,4,2,3,4,4,4
Real,3,4,4,4,3,4,3,2,5,5,5,5,5
Aldi Nord,2,2,4,3,4,4,4,4,4,3,4,3,3
Penny,4,4,4,4,2,3,3,4,2,3,2,3,2
Kaufland,4,2,2,2,4,4,4,4,4,4,4,4,4
Kaufland,4,1,5,5,1,1,1,1,4,4,4,4,4
Aldi Nord,3,3,3,2,4,4,4,4,3,3,4,3,3
Edeka,4,3,4,4,4,4,4,3,4,5,5,5,4
Aldi Nord,3,3,3,3,4,4,3,4,3,3,4,3,3
Netto (Rot),2,3,4,4,4,4,4,4,3,3,4,4,4
Edeka,3,3,4,4,5,3,4,3,3,3,4,4,3
Edeka,2,3,3,3,5,5,5,5,5,4,5,5,5
Rewe,4,3,4,4,4,4,5,5,4,3,4,4,4
Rewe,4,4,3,3,4,3,4,4,3,2,4,3,4
Edeka,5,3,5,4,5,4,4,4,5,5,5,5,5
Edeka,1,1,4,3,5,5,5,5,5,5,5,5,5
Rewe,4,1,5,3,4,5,5,3,3,4,5,3,4
Rewe,4,2,2,4,4,3,5,5,5,5,5,5,5
Lidl,3,4,2,2,3,3,3,3,3,3,4,4,2
Rewe,3,2,5,5,5,5,5,5,4,4,5,5,5
Rewe,3,3,3,4,3,4,4,4,4,4,4,4,4
Edeka,5,5,5,5,4,4,3,3,4,1,1,1,1
Edeka,4,1,4,4,5,4,5,5,4,5,5,5,5
Globus,3,4,3,3,3,3,3,4,3,4,3,4,4
Norma,2,2,3,4,5,4,4,4,5,2,5,5,5
Kaufland,4,3,5,3,4,3,5,4,5,3,5,4,5
Netto (Rot),3,3,4,4,4,4,3,4,2,2,3,2,3
Rewe,4,1,3,3,5,5,5,5,4,4,5,5,4
Lidl,5,3,3,5,5,5,5,5,5,5,5,5,5
Kaufland,3,2,4,4,4,4,4,4,3,4,3,3,4
Rewe,4,3,4,4,4,4,4,4,4,4,4,4,4
Lidl,3,3,4,4,4,4,3,3,4,4,5,4,4
Lidl,5,4,4,4,3,3,3,3,5,5,5,5,5
Famila,4,3,3,3,3,3,3,3,5,5,5,5,5
Edeka,3,4,4,3,4,5,4,4,4,3,4,4,4
Andere,3,3,3,4,4,4,4,3,3,2,4,4,3
Rewe,3,3,3,3,4,3,5,4,5,5,5,5,5
Netto (Rot),5,5,5,5,5,5,5,5,5,2,2,3,5
Rewe,3,2,2,2,5,3,5,5,4,5,4,4,5
Netto (Rot),3,2,5,4,5,5,5,5,3,3,3,3,3
Edeka,2,2,3,3,4,4,3,4,4,3,4,4,4
Edeka,4,1,3,3,5,5,5,5,5,5,5,5,5
Lidl,4,3,4,4,4,5,5,4,4,4,5,4,4
Lidl,2,5,5,4,4,5,4,4,5,5,5,5,5
Kaufland,4,4,4,4,4,4,4,4,3,4,3,4,4
Penny,4,3,5,4,4,3,5,4,3,2,3,4,4
Aldi Nord,5,5,5,5,4,4,4,4,4,4,3,4,5
Kaufland,3,2,4,4,4,5,4,5,4,4,1,4,4
Lidl,2,3,4,3,5,4,5,5,5,5,5,5,5
Norma,3,5,5,5,4,4,2,2,4,4,4,4,5
Edeka,4,2,3,3,5,5,5,4,5,5,5,5,5
Rewe,5,1,5,4,4,4,5,4,4,4,1,4,4
Kaufland,3,4,3,4,4,3,4,3,4,5,5,5,5
Rewe,3,2,3,2,5,5,5,5,4,4,4,4,4
Penny,5,5,5,5,4,4,4,4,5,5,4,4,4
Rewe,3,4,5,4,4,3,3,3,5,5,3,3,4
Lidl,4,3,5,5,5,5,5,5,2,2,1,1,2
Edeka,2,3,4,4,4,4,4,4,3,3,3,2,4
Globus,5,4,5,5,4,5,5,5,3,5,4,5,5
Rewe,5,3,5,5,5,5,5,5,3,3,3,3,3
Globus,4,2,4,4,5,5,5,5,3,4,5,5,5
Rewe,5,5,5,5,3,5,4,3,3,3,2,2,2
Netto (Rot),5,5,5,5,3,5,5,3,4,4,4,4,4
Kaufland,3,3,3,3,5,5,3,3,3,3,4,4,4
Aldi Süd,2,3,4,4,3,4,4,4,5,5,5,5,5
Edeka,5,5,5,5,4,4,4,4,5,5,4,4,4
Kaufland,5,5,4,4,4,5,4,3,2,3,5,4,4
Rewe,5,3,4,4,3,3,3,3,3,3,3,4,4
Aldi Süd,5,5,5,5,4,4,4,4,5,5,5,5,5
Netto (Rot),4,3,4,3,4,4,4,4,5,4,5,5,5
Rewe,3,3,4,3,4,3,4,4,3,4,4,4,3
Lidl,4,4,3,4,4,4,4,5,4,4,4,5,4
Lidl,5,3,5,3,5,5,5,5,5,2,5,5,5
Rewe,2,2,3,3,4,4,4,4,5,5,4,4,5
Lidl,3,3,3,4,4,4,4,4,5,5,5,5,5
Norma,2,3,4,4,4,3,4,4,5,5,5,4,5
Kaufland,3,3,4,3,4,4,4,4,5,3,4,4,4
Lidl,3,4,4,3,2,2,3,4,4,4,4,5,4
Kaufland,3,3,3,5,5,5,5,5,4,4,5,1,4
Edeka,3,4,5,4,5,5,5,5,3,2,4,4,4
Lidl,4,5,3,4,3,4,3,3,3,3,3,3,4
Real,3,2,2,2,4,4,4,4,4,4,4,4,4
Netto (Rot),4,3,4,5,4,5,4,4,3,3,4,4,4
Edeka,3,5,5,5,4,4,3,2,5,5,5,5,5
Real,3,3,4,4,5,5,5,5,3,4,3,3,4
Lidl,5,5,4,5,5,5,4,4,5,5,4,4,4
Kaufland,4,4,5,4,3,4,4,3,3,4,4,5,5
Netto (Rot),4,3,3,3,4,3,3,2,5,5,5,5,4
Edeka,2,1,3,4,4,4,4,4,4,3,3,4,4
Lidl,2,2,3,2,4,4,4,4,5,5,5,5,5
Rewe,1,2,3,2,4,4,4,3,5,3,5,5,5
Kaufland,5,5,5,5,4,4,4,4,3,4,4,4,4
Edeka,2,2,5,4,5,4,5,4,5,5,4,4,5
Real,5,4,4,5,4,5,4,4,4,4,2,3,4
Globus,2,2,3,2,4,3,5,5,4,4,3,3,3
Aldi Süd,5,5,4,4,3,4,4,4,4,4,4,4,4
Penny,5,5,5,5,5,5,5,5,5,5,5,5,5
Netto (Rot),4,4,4,4,5,4,4,4,4,4,4,4,4
Edeka,4,4,4,4,4,4,4,4,4,4,4,4,4
Lidl,4,5,2,3,2,3,4,2,5,5,5,5,5
Kaufland,3,3,5,4,5,4,5,5,5,5,4,4,4
Kaufland,3,5,5,5,5,5,3,5,4,5,4,3,5
Rewe,2,2,1,1,3,3,2,2,4,5,5,5,4
Lidl,4,4,5,5,5,5,5,5,3,3,4,3,4
Edeka,3,3,3,3,3,4,3,4,4,4,4,4,4
Netto (Rot),5,5,4,4,4,4,4,3,4,4,5,5,5
Edeka,3,3,3,3,4,3,3,3,4,4,4,4,4
